label,input
error,radiusd[822]: Login incorrect: [dc:a6:32:48:91:0f] invalid password from client ap-5 event_id=train-4635
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=f4:f5:d8:7a:19:2b above=1 signal=-55 noise=-95 txrate=144.4 Mb/s event_id=train-4636
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: authenticated auth_seq=36
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=2 event_id=train-4638
normal,wpa_supplicant: wlan0: CTRL-EVENT-SCAN-RESULTS station=a0:36:9f:71:b5:2e scan_id=3146
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 temporary queue timeout recovered queue=7 event_id=train-4640
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 keepalive retry succeeded retry_count=1 event_id=train-4641
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: authenticated auth_seq=378
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 70:3a:cb:51:2d:88 xid=1398
error,kernel: wlan0: station f4:f5:d8:7a:19:2b link failed due to poor channel conditions signal=-86 event_id=train-4644
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 IEEE 802.11: association denied status_code=17 AP full attempt=5840
error,dnsmasq-dhcp[411]: no address available for DHCP request from b8:27:eb:6d:45:f2 pool=3 event_id=train-4646
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd keepalive retry succeeded retry_count=1 event_id=train-4647
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: group key handshake completed (RSN) gtk=2 event_id=train-4648
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: disassociated due to inactivity reason=4 seq=4573
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: EAPOL-Key message 3/4 sent replay_counter=832
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4265
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4206
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 authorized vlan=2 event_id=train-4653
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 0c:8b:fd:61:c2:14 xid=1404
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=1770
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.89 6c:5a:b0:2e:91:c8
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e temporary queue timeout recovered queue=7 event_id=train-4657
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 low signal warning cleared signal=-63 event_id=train-4658
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 changed power save mode: on ps_seq=2129
error,hostapd: wlan0: STA dc:a6:32:48:91:0f RADIUS: Access-Reject received session=5292
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-4661
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd keepalive retry succeeded retry_count=1 event_id=train-4662
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1921
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4396
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.1X: EAP timeout waiting for response session=5276
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: group key handshake timeout retry=0 event_id=train-4666
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 denied by MAC ACL policy acl_rule=9 event_id=train-4667
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=2070
normal,kernel: wlan0: station 48:5f:99:c0:21:6a data rate updated to 72.2 Mbps mcs=7 event_id=train-4669
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.93 28:cf:e9:5b:73:a4 lease=12h
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key installation failed keyidx=3 event_id=train-4671
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode enabled after association interval=9s event_id=train-4672
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=2022
error,kernel: wlan0: driver failed to install pairwise key for station b8:27:eb:6d:45:f2 keyidx=3 event_id=train-4674
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 keepalive retry succeeded retry_count=1 event_id=train-4675
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b authorized vlan=2 event_id=train-4676
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.185 3c:22:fb:10:24:38 client-25
error,dnsmasq-dhcp[411]: no address available for DHCP request from 48:5f:99:c0:21:6a pool=4 event_id=train-4678
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.4.28 28:cf:e9:5b:73:a4 xid=4948
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode disabled ps_seq=1728
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 accounting interim update sent session=3530
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b changed power save mode: on ps_seq=1793
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.129 6c:5a:b0:2e:91:c8
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.78 f4:f5:d8:7a:19:2b xid=1388
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:01 id=0 ssid=IoT-Net station=5c:e9:1e:33:8f:a1 event_id=train-4685
normal,kernel: wlan0: station 88:66:5a:d1:72:0c power save mode enabled ps_seq=2029
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.1.195 2c:54:cf:92:10:bd lease conflict detected xid=4735
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: EAPOL-Key message 3/4 sent replay_counter=820
error,kernel: wlan0: firmware crashed during key install for station 9c:b6:d0:13:7e:64 crash_id=5630
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c IEEE 802.1X: authentication failed session=5059
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4635
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: EAPOL-Key message 4/4 received replay_counter=575
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: disassociated due to inactivity reason=4 seq=4381
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.33 f4:f5:d8:7a:19:2b
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station f4:f5:d8:7a:19:2b attempt=4163
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode enabled after association interval=45s event_id=train-4696
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3925
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: disassociated due to inactivity reason=4 seq=4375
normal,kernel: wlan0: station 9c:b6:d0:13:7e:64 power save mode disabled after traffic idle interval=80s event_id=train-4699
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: group key handshake timeout retry=2 event_id=train-4700
normal,kernel: wlan0: station a0:36:9f:71:b5:2e power save mode disabled after traffic idle interval=86s event_id=train-4701
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 changed power save mode: on ps_seq=1907
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.45 2c:54:cf:92:10:bd lease=12h
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 70:3a:cb:51:2d:88 xid=1308
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b changed power save mode: on ps_seq=1613
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: associated (aid 14)
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode enabled after association interval=111s event_id=train-4707
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.112 e4:5f:01:aa:3b:77
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 PMF required but client did not negotiate management frame protection attempt=5953
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode enabled after association interval=117s event_id=train-4710
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a keepalive retry succeeded retry_count=1 event_id=train-4711
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: authenticated auth_seq=132
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 disconnected due to excessive frame retries retry_count=13 event_id=train-4713
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4252
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode disabled ps_seq=1734
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 keepalive retry succeeded retry_count=1 event_id=train-4716
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4233
error,radiusd[822]: Login incorrect: [3c:22:fb:10:24:38] invalid password from client ap-7 event_id=train-4718
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=6c:5a:b0:2e:91:c8 above=1 signal=-61 noise=-95 txrate=144.4 Mb/s event_id=train-4719
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 temporary queue timeout recovered queue=7 event_id=train-4720
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 EAP: peer certificate verified serial=103202
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=f4:f5:d8:7a:19:2b above=1 signal=-50 noise=-95 txrate=144.4 Mb/s event_id=train-4722
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode enabled after association interval=69s event_id=train-4723
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: group key handshake completed (RSN) gtk=2 event_id=train-4724
normal,kernel: wlan0: station 3c:22:fb:10:24:38 low signal warning cleared signal=-55 event_id=train-4725
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 changed power save mode: on ps_seq=1829
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5976
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode disabled ps_seq=1554
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5936
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 changed power save mode: on ps_seq=1589
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1501
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 EAP-TLS: client certificate validation failed serial=105309
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.35 3c:22:fb:10:24:38 client-35
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: received EAPOL-Key with invalid MIC replay_counter=3620
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f WPA: pairwise key handshake completed (RSN) event_id=train-4735
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 retry counter reset after successful frame ack retry_count=2 event_id=train-4736
error,kernel: wlan0: failed to allocate station entry for 88:66:5a:d1:72:0c table_usage=99% event_id=train-4737
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3655
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.4.150 2c:54:cf:92:10:bd lease conflict detected xid=4690
error,"kernel: wlan0: station 9c:b6:d0:13:7e:64 beacon loss detected, connection unstable seq=5495"
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode enabled after association interval=33s event_id=train-4741
error,dnsmasq-dhcp[411]: no address available for DHCP request from b8:27:eb:6d:45:f2 pool=3 event_id=train-4742
normal,wpa_supplicant: wlan0: CTRL-EVENT-SCAN-RESULTS station=b8:27:eb:6d:45:f2 scan_id=3006
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.3.55 3c:22:fb:10:24:38 lease conflict detected xid=4785
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode disabled ps_seq=1956
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 accounting session updated rx_bytes=64733 tx_bytes=86497
error,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4407
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 accounting session started session=3404
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd keepalive retry succeeded retry_count=1 event_id=train-4749
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=38s event_id=train-4750
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=5c:e9:1e:33:8f:a1 bssid=64:70:02:9a:bc:11 reason=34 locally_generated=0 seq=4502
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e changed power save mode: on ps_seq=2051
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 keepalive response received after retry retry_count=0 event_id=train-4753
error,hostapd: wlan0: STA dc:a6:32:48:91:0f WPA: pairwise key installation failed keyidx=3 event_id=train-4754
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station 5c:e9:1e:33:8f:a1 attempt=3797
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4643
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: group key handshake timeout retry=2 event_id=train-4757
error,dnsmasq-dhcp[411]: bad DHCP request from 6c:5a:b0:2e:91:c8: requested address outside subnet xid=4829
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key message sent replay_counter=636
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 EAP: peer certificate verified serial=103354
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: received EAPOL-Key with invalid MIC replay_counter=3746
error,kernel: wlan0: station 70:3a:cb:51:2d:88 link failed due to poor channel conditions signal=-81 event_id=train-4762
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: EAPOL-Key timeout after message 3/4 retry=2 event_id=train-4763
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 temporary queue timeout recovered queue=1 event_id=train-4764
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.122 e4:5f:01:aa:3b:77
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 keepalive retry succeeded retry_count=1 event_id=train-4766
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: group key handshake completed (RSN) gtk=2 event_id=train-4767
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4630
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e EAP-TLS: client certificate validation failed serial=105201
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.59 6c:5a:b0:2e:91:c8
error,kernel: wlan0: firmware crashed during key install for station 3c:22:fb:10:24:38 crash_id=5625
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 changed power save mode: off ps_seq=1732
error,hostapd: wlan0: STA dc:a6:32:48:91:0f disconnected due to excessive frame retries retry_count=8 event_id=train-4773
error,kernel: wlan0: hardware restart required after station 5c:e9:1e:33:8f:a1 transmit timeout queue=2 event_id=train-4774
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: EAPOL-Key message 4/4 received replay_counter=665
normal,radiusd[822]: Login OK: [e4:5f:01:aa:3b:77] from client ap-7 port 4247
error,kernel: wlan0: station f4:f5:d8:7a:19:2b link failed due to poor channel conditions signal=-86 event_id=train-4777
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=9c:b6:d0:13:7e:64 bssid=64:70:02:9a:bc:11 reason=34 locally_generated=0 seq=4250
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=a0:36:9f:71:b5:2e above=1 signal=-53 noise=-95 txrate=144.4 Mb/s event_id=train-4779
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: disassociated due to inactivity reason=4 seq=4627
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4649
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 accounting session updated rx_bytes=64057 tx_bytes=85613
error,kernel: wlan0: firmware crashed during key install for station 3c:22:fb:10:24:38 crash_id=5670
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 reassociated successfully aid=44
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode enabled after association interval=93s event_id=train-4785
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 EAP-TLS: client certificate validation failed serial=105255
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e accounting session updated rx_bytes=66553 tx_bytes=88877
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 WPA: EAPOL-Key message sent replay_counter=900
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 temporary queue timeout recovered queue=3 event_id=train-4789
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=b8:27:eb:6d:45:f2 bssid=00:25:9c:7a:10:01 seq=5466
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode enabled after association interval=105s event_id=train-4791
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a accounting session updated rx_bytes=65253 tx_bytes=87177
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4341
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) e4:5f:01:aa:3b:77 ignored because address pool exhausted pool=1 event_id=train-4794
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: pairwise key installation failed keyidx=3 event_id=train-4795
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: EAPOL-Key message 3/4 sent replay_counter=598
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 accounting session updated rx_bytes=65305 tx_bytes=87245
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c denied by MAC ACL policy acl_rule=4 event_id=train-4798
error,"kernel: wlan0: station 3c:22:fb:10:24:38 beacon loss detected, connection unstable seq=5475"
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: disassociated due to inactivity reason=4 seq=4603
error,kernel: wlan0: hardware restart required after station dc:a6:32:48:91:0f transmit timeout queue=2 event_id=train-4801
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) e4:5f:01:aa:3b:77 ignored because address pool exhausted pool=1 event_id=train-4802
error,kernel: wlan0: firmware crashed during key install for station 2c:54:cf:92:10:bd crash_id=5665
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 temporary queue timeout recovered queue=1 event_id=train-4804
error,dnsmasq-dhcp[411]: no address available for DHCP request from b8:27:eb:6d:45:f2 pool=0 event_id=train-4805
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=9c:b6:d0:13:7e:64 bssid=18:64:72:2f:8a:c3 reason=34 locally_generated=0 seq=4400
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key message sent replay_counter=666
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: associated (aid 40)
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4584
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd accounting interim update sent session=3430
error,radiusd[822]: Login incorrect: [dc:a6:32:48:91:0f] invalid password from client ap-5 event_id=train-4811
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.164 6c:5a:b0:2e:91:c8 xid=1094
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: association denied status_code=17 AP full attempt=5830
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4390
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c kicked due to low ACK response rate ack_rate=14 event_id=train-4815
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: pairwise key handshake completed (RSN) event_id=train-4816
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.92 5c:e9:1e:33:8f:a1 xid=1022
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 denied by MAC ACL policy acl_rule=4 event_id=train-4818
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3793
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key handshake completed (RSN) event_id=train-4820
error,dnsmasq-dhcp[411]: no address available for DHCP request from 48:5f:99:c0:21:6a pool=4 event_id=train-4821
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 denied by MAC ACL policy acl_rule=4 event_id=train-4822
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RADIUS: Access-Reject received session=5064
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e RADIUS: Access-Accept received session=3296
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.85 2c:54:cf:92:10:bd lease=12h
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=18:64:72:2f:8a:c3 id=0 ssid=IoT-Net station=5c:e9:1e:33:8f:a1 event_id=train-4826
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode disabled ps_seq=2148
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c keepalive retry succeeded retry_count=1 event_id=train-4828
error,kernel: wlan0: station 70:3a:cb:51:2d:88 link failed due to poor channel conditions signal=-81 event_id=train-4829
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 changed power save mode: off ps_seq=1822
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: authenticated auth_seq=408
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.81 b8:27:eb:6d:45:f2 client-51
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.110 2c:54:cf:92:10:bd
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode enabled after association interval=39s event_id=train-4834
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 temporary queue timeout recovered queue=7 event_id=train-4835
normal,kernel: wlan0: station 28:cf:e9:5b:73:a4 power save mode enabled ps_seq=1933
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 denied by MAC ACL policy acl_rule=4 event_id=train-4837
error,kernel: wlan0: tx queue stuck for station 28:cf:e9:5b:73:a4; firmware recovery triggered queue=2
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.0.40 3c:22:fb:10:24:38 lease conflict detected xid=4770
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: authenticated auth_seq=192
error,"kernel: wlan0: station 9c:b6:d0:13:7e:64 beacon loss detected, connection unstable seq=5555"
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: group key handshake timeout retry=0 event_id=train-4842
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) dc:a6:32:48:91:0f xid=1392
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 changed power save mode: on ps_seq=1979
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-4845
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3979
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 keepalive retry succeeded retry_count=1 event_id=train-4847
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b accounting interim update sent session=3518
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4528
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 data rate updated to 300 Mbps mcs=3 event_id=train-4850
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RADIUS: Access-Reject received session=5106
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 keepalive retry succeeded retry_count=1 event_id=train-4852
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.105 2c:54:cf:92:10:bd lease=12h
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode enabled after association interval=57s event_id=train-4854
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 RADIUS: Access-Accept received session=3284
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-4856
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=4117
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 5c:e9:1e:33:8f:a1 ignored because address pool exhausted pool=2 event_id=train-4858
error,kernel: wlan0: hardware restart required after station dc:a6:32:48:91:0f transmit timeout queue=5 event_id=train-4859
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) dc:a6:32:48:91:0f xid=1122
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=2100
error,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4332
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4216
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a RADIUS: server timeout during authentication session=5326
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=5c:e9:1e:33:8f:a1 bssid=18:64:72:2f:8a:c3 reason=34 locally_generated=0 seq=4202
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.1X: authentication completed successfully session=3329
error,kernel: wlan0: station 28:cf:e9:5b:73:a4 link failed due to poor channel conditions signal=-91 event_id=train-4867
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 authorized vlan=2 event_id=train-4868
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.39 88:66:5a:d1:72:0c lease=12h
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b changed power save mode: on ps_seq=1853
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.70 2c:54:cf:92:10:bd
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd changed power save mode: off ps_seq=1870
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.3.33 70:3a:cb:51:2d:88 xid=4953
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-4874
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: pairwise key installation failed keyidx=1 event_id=train-4875
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 EAP-TLS: client certificate validation failed serial=104997
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e temporary queue timeout recovered queue=7 event_id=train-4877
