label,input
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4515
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 RSN: PMKSA cache entry added cache_id=2471
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd retry counter reset after successful frame ack retry_count=0 event_id=train-2056
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: authentication failed status_code=13 attempt=5672
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4200
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 FT authentication completed r0kh_id=ap-3 event_id=train-3151
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5626
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.110 88:66:5a:d1:72:0c
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: pairwise key installation failed keyidx=2 event_id=train-4054
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key timeout after message 1/4 retry=3 event_id=train-3667
error,radiusd[822]: Login incorrect: [64:5a:04:a9:33:e1] invalid password from client ap-7 event_id=train-4923
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=2 event_id=train-2122
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 RSN: using cached PMKSA for fast reconnect cache_id=2589
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 accounting session updated rx_bytes=64629 tx_bytes=86361
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 WPA: EAPOL-Key message 1/4 sent replay_counter=524
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 WPA: EAPOL-Key message sent replay_counter=738
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: using cached PMKSA for fast reconnect cache_id=2529
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode enabled after association interval=51s
error,radiusd[822]: Login incorrect: [64:5a:04:a9:33:e1] invalid password from client ap-3 event_id=train-5103
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=4112
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: group key handshake completed (RSN) gtk=0 event_id=train-400
error,kernel: wlan0: tx queue stuck for station d8:bb:c1:07:90:ac; firmware recovery triggered queue=7
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd denied by MAC ACL policy acl_rule=4 event_id=train-5746
normal,kernel: wlan0: station e4:5f:01:aa:3b:77 power save mode enabled ps_seq=1465
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 WPA: EAPOL-Key message sent replay_counter=684
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 PMF required but client did not negotiate management frame protection attempt=5648
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac EAP-TLS: client certificate validation failed serial=104985
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key handshake completed (RSN) event_id=train-51
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 keepalive response received sequence=1842
error,"kernel: wlan0: station 9c:b6:d0:13:7e:64 beacon loss detected, connection unstable seq=5225"
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 signal poll updated signal=-61 noise=-95
normal,radiusd[822]: Login OK: [a0:36:9f:71:b5:2e] from client ap-3 port 4251
error,dnsmasq-dhcp[411]: bad DHCP request from f4:f5:d8:7a:19:2b: requested address outside subnet xid=4634
normal,kernel: wlan0: station 5c:e9:1e:33:8f:a1 power save mode disabled after traffic idle interval=14s event_id=train-1706
normal,"hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-1921"
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: EAPOL-Key message 2/4 received replay_counter=567
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 RADIUS: Access-Reject received session=4914
normal,kernel: wlan0: station 64:5a:04:a9:33:e1 low signal warning cleared signal=-55 event_id=train-2997
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 RSN: PMKSA cache entry refreshed cache_id=2407
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.1X: EAP timeout waiting for response session=5030
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f temporary queue timeout recovered queue=4
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.128 88:66:5a:d1:72:0c
error,hostapd: wlan0: STA dc:a6:32:48:91:0f disconnected due to excessive frame retries retry_count=12
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=1416
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: disassociated due to inactivity reason=4 seq=4501
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.1X: EAP timeout waiting for response session=4886
normal,kernel: wlan0: station 64:5a:04:a9:33:e1 power save mode enabled after association interval=27s event_id=train-1719
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 RSN: PMKSA cache lookup succeeded cache_id=2738
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=b8:27:eb:6d:45:f2 above=1 signal=-43 noise=-95 txrate=54 Mb/s
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 RSN: PMKSA cache hit cache_id=2410
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4463
error,"hostapd: wlan0: STA 48:5f:99:c0:21:6a keepalive timeout exceeded, station removed reason=4 retry_count=11"
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 keepalive response received after retry retry=0 event_id=train-1905
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.86 a8:6d:aa:42:bc:09
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 reassociated successfully aid=59
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: group key handshake timeout retry=3 event_id=train-3671
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: group key handshake timeout retry=1 event_id=train-4001
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 RADIUS: Access-Reject received session=5022
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 RSN: PMKSA cache hit cache_id=2535
error,kernel: wlan0: station 28:cf:e9:5b:73:a4 link failed due to poor channel conditions signal=-82
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac temporary keepalive miss recovered without disconnect retry=2 event_id=train-2009
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=3c:22:fb:10:24:38 above=1 signal=-51 noise=-95 txrate=54 Mb/s
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 accounting session started session=3480
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e changed power save mode: on ps_seq=1163
error,dnsmasq-dhcp[411]: bad DHCP request from 9c:b6:d0:13:7e:64: requested address outside subnet xid=4649
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 RSN: PMKSA cache entry added cache_id=2696
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: EAPOL-Key message received replay_counter=547
error,"kernel: wlan0: station f4:f5:d8:7a:19:2b beacon loss detected, connection unstable seq=5300"
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 IEEE 802.11: authenticated auth_seq=198
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: associated (aid 20)
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 accounting session started session=3440
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) dc:a6:32:48:91:0f xid=1002
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: pairwise key installation failed keyidx=2 event_id=train-3670
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.115 48:5f:99:c0:21:6a lease=12h
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 RADIUS: server timeout during authentication session=5020
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 RSN: PMKSA cache entry refreshed cache_id=2732
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: EAPOL-Key timeout after message 1/4 retry=1 event_id=train-4057
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.1X: EAP timeout waiting for response session=5096
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode enabled after association interval=69s
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 keepalive response received after retry retry=0 event_id=train-2235
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4269
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 FT authentication completed r0kh_id=ap-7 event_id=train-3203
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 IEEE 802.11: disassociated due to inactivity reason=4 seq=4516
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac WPA: group key handshake timeout retry=1 event_id=train-3953
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 disconnected due to excessive frame retries retry_count=8
error,kernel: wlan0: tx queue stuck for station 5c:e9:1e:33:8f:a1; firmware recovery triggered queue=2
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.181 70:3a:cb:51:2d:88 client-41
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.165 64:5a:04:a9:33:e1 client-55
error,kernel: wlan0: firmware crashed during key install for station 6c:5a:b0:2e:91:c8 crash_id=5540
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.49 64:5a:04:a9:33:e1 client-69
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 RADIUS: Access-Reject received session=4986
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: pairwise key installation failed keyidx=2 event_id=train-3754
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 deauthenticated after keepalive timeout reason=4 retry_count=8
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4424
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 keepalive response received sequence=2256
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac changed power save mode: on ps_seq=1349
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 authorized vlan=2 event_id=train-314
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: disassociated due to inactivity reason=4 seq=4201
error,dnsmasq-dhcp[411]: no address available for DHCP request from d8:bb:c1:07:90:ac pool=5
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=1332
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=1290
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5671
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: EAPOL-Key message received replay_counter=571
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: authenticated auth_seq=276
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: EAPOL-Key message 2/4 received replay_counter=465
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode disabled
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=18:64:72:2f:8a:c3 id=0 ssid=IoT-Net station=d8:bb:c1:07:90:ac
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 keepalive retry succeeded retry=2 event_id=train-2294
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 keepalive retry succeeded retry=2 event_id=train-2312
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac WPA: group key handshake timeout retry=1 event_id=train-3989
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=74s
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: PMKSA cache hit cache_id=2655
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: PMKSA cache entry refreshed cache_id=2367
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4319
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 retry counter reset after successful frame ack retry_count=0 event_id=train-2296
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 RSN: PMKSA cache hit cache_id=2595
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 RSN: using cached PMKSA for fast reconnect cache_id=2779
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key message received replay_counter=397
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e changed power save mode: on ps_seq=1649
error,hostapd: wlan0: STA dc:a6:32:48:91:0f RADIUS: Access-Reject received session=5034
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.175 e4:5f:01:aa:3b:77 lease=12h
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 EAP: peer certificate verified serial=103318
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.208 88:66:5a:d1:72:0c
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.133 0c:8b:fd:61:c2:14 client-73
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: group key handshake timeout retry=1 event_id=train-3869
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=4004
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c changed power save mode: off ps_seq=1300
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac single missed ack recovered on retry retry_count=1 event_id=train-3557
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a single missed ack recovered on retry retry_count=1 event_id=train-3577
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=b8:27:eb:6d:45:f2 bssid=00:25:9c:7a:10:02 reason=34 locally_generated=0 seq=4272
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key timeout after message 3/4 retry=2 event_id=train-4014
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b EAP: peer certificate verified serial=103302
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac WPA: group key handshake timeout retry=1 event_id=train-3881
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode disabled ps_seq=1536
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: EAPOL-Key message 3/4 sent replay_counter=670
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 RSN: PMKSA cache entry refreshed cache_id=2697
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 retry count high but frame delivered retry_count=2 event_id=train-3567
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 transient low ACK rate recovered ack_rate=30
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: pairwise key installation failed keyidx=0 event_id=train-3700
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: group key handshake timeout retry=3 event_id=train-3803
error,dnsmasq-dhcp[411]: bad DHCP request from 5c:e9:1e:33:8f:a1: requested address outside subnet xid=4754
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e EAP-TLS: client certificate validation failed serial=105051
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.1X: authentication completed successfully session=3249
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=18:64:72:2f:8a:c3 id=0 ssid=OfficeWiFi station=d8:bb:c1:07:90:ac event_id=train-227
normal,"hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1"
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=1368
error,kernel: wlan0: hardware restart required after station 70:3a:cb:51:2d:88 transmit timeout queue=5
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 IEEE 802.11: authenticated auth_seq=252
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.73 28:cf:e9:5b:73:a4 lease=12h
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b keepalive retry succeeded retry=2 event_id=train-2036
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: received EAPOL-Key with invalid MIC replay_counter=3735
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e RSN: PMKSA cache entry added cache_id=2531
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd changed power save mode: off ps_seq=1270
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: received EAPOL-Key with invalid MIC replay_counter=3717
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd RSN: PMKSA cache hit cache_id=2620
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4479
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c IEEE 802.11: disassociated due to inactivity reason=4 seq=4396
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: authentication failed status_code=13 attempt=5727
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:02 id=0 ssid=Lab-WPA2 station=a0:36:9f:71:b5:2e event_id=train-365
normal,kernel: wlan0: station e4:5f:01:aa:3b:77 power save mode enabled ps_seq=1483
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: pairwise key installation failed keyidx=0
normal,kernel: wlan0: station 64:5a:04:a9:33:e1 power save mode enabled after association interval=51s
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.3.173 64:5a:04:a9:33:e1 xid=4713
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: received EAPOL-Key with invalid MIC replay_counter=3993
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key message sent replay_counter=618
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: PMKSA cache entry added cache_id=2601
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 RSN: PMKSA cache entry refreshed cache_id=2527
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: PMKSA cache hit cache_id=2565
error,hostapd: wlan0: STA dc:a6:32:48:91:0f WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-3984
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e temporary keepalive miss recovered without disconnect retry=2 event_id=train-2237
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 RSN: PMKSA cache entry added cache_id=2371
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 accounting session stopped normally session=3415
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac EAP-TLS: client certificate validation failed serial=104967
error,kernel: wlan0: firmware crashed during key install for station 88:66:5a:d1:72:0c crash_id=5440
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.4.20 a8:6d:aa:42:bc:09 lease conflict detected xid=4750
error,kernel: wlan0: connection lost from 00:25:9c:7a:10:01 after beacon timeout station=70:3a:cb:51:2d:88 seq=5187
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e changed power save mode: on ps_seq=1433
normal,kernel: wlan0: station 64:5a:04:a9:33:e1 low signal warning cleared signal=-63
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=0 event_id=train-2032
error,kernel: wlan0: driver failed to install pairwise key for station 28:cf:e9:5b:73:a4 keyidx=3
error,kernel: wlan0: firmware crashed while processing association response station=64:5a:04:a9:33:e1 crash_id=5541
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=20s
normal,kernel: wlan0: station d8:bb:c1:07:90:ac data rate updated to 866.7 Mbps mcs=11
normal,wpa_supplicant: wlan0: CTRL-EVENT-SCAN-RESULTS station=64:5a:04:a9:33:e1 scan_id=3057
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.82 88:66:5a:d1:72:0c
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 disconnected after repeated keepalive failures retry_count=14
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:01 id=0 ssid=Corp-8021X station=d8:bb:c1:07:90:ac
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=1746
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: EAPOL-Key message 1/4 sent replay_counter=656
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: PMKSA cache entry added cache_id=2736
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: pairwise key installation failed keyidx=0 event_id=train-3796
error,"hostapd: wlan0: STA dc:a6:32:48:91:0f excessive frame retries, disconnecting station retry_count=12"
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4249
error,"hostapd: wlan0: STA f4:f5:d8:7a:19:2b excessive frame retries, disconnecting station retry_count=8"
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c temporary queue timeout recovered queue=4
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 keepalive retry succeeded retry=2 event_id=train-2192
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 deauthenticated after keepalive timeout reason=4 retry_count=8
normal,kernel: wlan0: station a0:36:9f:71:b5:2e data rate updated to 866.7 Mbps mcs=11
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd retry counter reset after successful frame ack retry_count=0 event_id=train-2128
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a FT authentication completed r0kh_id=ap-7
error,radiusd[822]: Login incorrect: [0c:8b:fd:61:c2:14] invalid password from client ap-5
normal,"hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-2203"
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:02 id=0 ssid=OfficeWiFi-Guest station=a0:36:9f:71:b5:2e event_id=train-383
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac temporary keepalive miss recovered without disconnect retry=2 event_id=train-2063
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.11: disassociated due to inactivity reason=4 seq=4226
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.2.40 f4:f5:d8:7a:19:2b lease conflict detected xid=4580
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:01 id=0 ssid=OfficeWiFi station=9c:b6:d0:13:7e:64
error,radiusd[822]: Login incorrect: [0c:8b:fd:61:c2:14] invalid password from client ap-3 event_id=train-4935
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: PMKSA cache hit cache_id=2475
normal,wpa_supplicant: wlan0: CTRL-EVENT-ROAMED bssid=00:25:9c:7a:10:01 station=88:66:5a:d1:72:0c roam_seq=3208
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:02 id=0 ssid=OfficeWiFi-Guest station=d8:bb:c1:07:90:ac event_id=train-263
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.1.45 28:cf:e9:5b:73:a4 lease conflict detected xid=4585
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: associated (aid 6)
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=1386
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1243
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.2.208 6c:5a:b0:2e:91:c8 xid=4748
error,dnsmasq-dhcp[411]: no address available for DHCP request from 88:66:5a:d1:72:0c pool=4 event_id=train-4768
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b RSN: PMKSA cache entry added cache_id=2456
normal,kernel: wlan0: station 64:5a:04:a9:33:e1 power save mode enabled after association interval=87s
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: EAPOL-Key message 2/4 received replay_counter=477
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-3744
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4208
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: EAPOL-Key message 4/4 received replay_counter=617
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=88:66:5a:d1:72:0c bssid=64:70:02:9a:bc:11 reason=34 locally_generated=0 seq=4162
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.60 f4:f5:d8:7a:19:2b xid=800
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 keepalive retry succeeded retry=2
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: received EAPOL-Key with invalid MIC replay_counter=3849
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: received EAPOL-Key with invalid MIC replay_counter=3855
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode enabled after association interval=81s
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RADIUS: Access-Reject received session=5100
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 RSN: PMKSA cache lookup succeeded cache_id=2563
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=b8:27:eb:6d:45:f2 bssid=00:25:9c:7a:10:02 reason=34 locally_generated=0 seq=4452
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=0c:8b:fd:61:c2:14 bssid=00:25:9c:7a:10:01 reason=34 locally_generated=0 seq=4167
error,dnsmasq-dhcp[411]: no address available for DHCP request from 64:5a:04:a9:33:e1 pool=3 event_id=train-4833
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 signal poll updated signal=-55 noise=-95
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 accounting session stopped normally session=3423
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode enabled after association interval=63s
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode disabled ps_seq=1698
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: EAPOL-Key message received replay_counter=517
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4358
normal,kernel: wlan0: station a0:36:9f:71:b5:2e low signal warning cleared signal=-55
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=88:66:5a:d1:72:0c above=1 signal=-55 noise=-95 txrate=433.3 Mb/s
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:01 id=0 ssid=Corp-8021X station=d8:bb:c1:07:90:ac event_id=train-281
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 6c:5a:b0:2e:91:c8 ignored because address pool exhausted pool=2
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd changed power save mode: off ps_seq=1342
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.72 5c:e9:1e:33:8f:a1 xid=812
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 temporary queue timeout recovered queue=0
