label,input
error,2023-11-15T01:03:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:0a:a4 wrong network
error,2023-11-14T23:52:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:06:34
normal,2023-11-14T23:14:55.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:03:d8
normal,2023-11-15T00:26:00.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-14T23:41:20.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
normal,2023-11-15T00:08:55.000Z hostapd: wlan0: STA 02:00:00:00:07:38 IEEE 802.11: authenticated
normal,2023-11-15T00:03:20.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
error,2023-11-15T00:40:35.350Z hostapd: wlan0: STA 02:00:00:00:09:30 IEEE 802.11: deauthenticated due to local deauth request
normal,2023-11-14T22:14:35.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:00:14
error,2023-11-15T01:20:20.250Z hostapd: wlan0: STA 02:00:00:00:0b:b1 rejected due to ACL deny list
normal,2023-11-15T00:25:25.000Z hostapd: wlan0: STA 02:00:00:00:08:42 IEEE 802.11: authenticated
normal,2023-11-14T23:54:20.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
normal,2023-11-15T00:37:40.050Z hostapd: wlan0: STA 02:00:00:00:09:05 IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:18:00.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:00:49
normal,2023-11-15T00:49:10.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:09:bb
error,"2023-11-14T22:14:20.100Z hostapd: wlan0: STA 02:00:00:00:00:11 IEEE 802.11: denied association, too many stations"
normal,2023-11-15T00:53:10.050Z hostapd: wlan0: STA 02:00:00:00:09:fb IEEE 802.11: associated (aid 1)
error,2023-11-15T00:35:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
normal,2023-11-15T01:10:40.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0b:15
normal,2023-11-15T00:58:30.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:0a:4f
error,2023-11-15T00:08:15.500Z hostapd: wlan0: STA 02:00:00:00:07:2c IEEE 802.1X: authentication failed - EAP timeout
error,2023-11-14T23:38:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
error,2023-11-14T22:39:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-15T00:35:50.050Z hostapd: wlan0: STA 02:00:00:00:08:e7 IEEE 802.11: associated (aid 4)
normal,2023-11-14T23:37:45.000Z dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.0.0.87 02:00:00:00:05:46
error,2023-11-14T23:38:50.150Z hostapd: wlan0: STA 02:00:00:00:05:57 IEEE 802.11: disassociated due to excessive frame loss
error,2023-11-14T22:49:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-14T23:43:35.250Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=15
error,2023-11-15T00:42:20.200Z hostapd: wlan0: STA 02:00:00:00:09:51 SAE: authentication failed
error,2023-11-14T22:30:35.450Z dnsmasq-dhcp[411]: no address available for 02:00:00:00:01:14
error,2023-11-15T00:49:55.750Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=4 locally_generated=0
error,2023-11-15T01:16:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:0b:74 wrong network
error,"2023-11-14T23:14:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
error,2023-11-14T23:27:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:04:a4
error,2023-11-15T01:30:35.450Z dnsmasq-dhcp[411]: no address available for 02:00:00:00:0c:54
error,2023-11-14T22:13:55.750Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=4 locally_generated=0
normal,2023-11-15T00:07:10.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:07:1b
error,"2023-11-14T22:42:20.100Z hostapd: wlan0: STA 02:00:00:00:01:d1 IEEE 802.11: denied association, too many stations"
error,"2023-11-14T23:27:20.100Z hostapd: wlan0: STA 02:00:00:00:04:a1 IEEE 802.11: denied association, too many stations"
error,2023-11-14T23:58:30.100Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,"2023-11-15T00:36:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
normal,2023-11-14T23:30:55.000Z hostapd: wlan0: STA 02:00:00:00:04:d8 IEEE 802.11: authenticated
error,2023-11-15T00:19:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T23:01:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,"2023-11-14T22:41:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
error,2023-11-15T01:26:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
error,2023-11-15T00:48:35.500Z dhclient[532]: No DHCPOFFERS received.
error,2023-11-14T22:30:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,"2023-11-14T23:08:20.100Z hostapd: wlan0: STA 02:00:00:00:03:71 IEEE 802.11: denied association, too many stations"
normal,2023-11-14T23:03:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-14T23:11:25.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
error,2023-11-15T00:20:35.350Z hostapd: wlan0: STA 02:00:00:00:07:f0 IEEE 802.11: deauthenticated due to local deauth request
error,"2023-11-14T23:30:20.150Z hostapd: wlan0: STA 02:00:00:00:04:d1 IEEE 802.11: authentication rejected, status_code=13"
normal,2023-11-15T00:54:45.100Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.87 02:00:00:00:0a:16 LabPhone
error,2023-11-14T23:23:35.150Z hostapd: wlan0: STA 02:00:00:00:04:60 WPA: EAPOL-Key timeout
error,2023-11-15T01:22:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
normal,2023-11-15T01:08:45.300Z dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.0.0.87 02:00:00:00:0a:f6
normal,2023-11-15T01:11:35.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:0b:24
normal,2023-11-15T00:33:35.000Z hostapd: wlan0: STA 02:00:00:00:08:c4 IEEE 802.11: authenticated
normal,2023-11-15T00:20:55.050Z hostapd: wlan0: STA 02:00:00:00:07:f8 IEEE 802.11: associated (aid 1)
error,2023-11-14T23:47:20.200Z hostapd: wlan0: STA 02:00:00:00:05:e1 SAE: authentication failed
normal,2023-11-14T23:54:50.000Z hostapd: wlan0: STA 02:00:00:00:06:57 IEEE 802.11: authenticated
error,2023-11-15T01:29:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-14T22:42:55.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:01:d8
error,2023-11-14T22:39:05.150Z hostapd: wlan0: STA 02:00:00:00:01:9a WPA: group key handshake timeout
error,2023-11-15T00:07:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:07:25
normal,2023-11-15T01:06:40.100Z hostapd: wlan0: STA 02:00:00:00:0a:d5 WPA: pairwise key handshake completed (RSN)
normal,2023-11-15T00:27:35.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:08:64
normal,2023-11-15T00:48:55.000Z hostapd: wlan0: STA 02:00:00:00:09:b8 IEEE 802.11: authenticated
normal,2023-11-14T22:43:10.100Z hostapd: wlan0: STA 02:00:00:00:01:db WPA: pairwise key handshake completed (RSN)
error,2023-11-14T23:50:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:06:14
normal,2023-11-14T23:12:15.050Z hostapd: wlan0: STA 02:00:00:00:03:ac IEEE 802.11: associated (aid 1)
error,2023-11-15T01:10:15.500Z hostapd: wlan0: STA 02:00:00:00:0b:0c IEEE 802.1X: authentication failed - EAP timeout
normal,2023-11-14T23:02:10.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:03:0b
normal,2023-11-15T00:09:10.000Z hostapd: wlan0: STA 02:00:00:00:07:3b IEEE 802.11: authenticated
error,"2023-11-15T01:11:35.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SSID-TEMP-DISABLED id=0 ssid=""LabWiFi"" auth_failures=1 duration=10 reason=WRONG_KEY"
error,2023-11-14T23:20:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T01:23:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:0b:e4 wrong network
error,2023-11-14T22:41:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,2023-11-14T22:34:35.500Z dhclient[532]: No DHCPOFFERS received.
normal,2023-11-15T00:24:25.100Z hostapd: wlan0: STA 02:00:00:00:08:2e IEEE 802.11: reassociated (aid 5)
error,2023-11-14T22:20:25.200Z hostapd: wlan0: STA 02:00:00:00:00:72 IEEE 802.11: deauthenticated due to inactivity
normal,2023-11-14T22:34:10.100Z hostapd: wlan0: STA 02:00:00:00:01:4b WPA: pairwise key handshake completed (RSN)
normal,2023-11-15T00:29:35.050Z hostapd: wlan0: STA 02:00:00:00:08:84 IEEE 802.11: associated (aid 1)
error,2023-11-15T01:25:35.500Z dhclient[532]: No DHCPOFFERS received.
normal,2023-11-14T23:57:00.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:06:79
error,2023-11-14T22:17:30.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T01:00:20.250Z hostapd: wlan0: STA 02:00:00:00:0a:71 rejected due to ACL deny list
error,2023-11-15T00:52:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:09:f4
normal,2023-11-14T22:23:25.150Z wpa_supplicant[212]: wlan0: WPA: Key negotiation completed with 02:11:22:33:44:66 [PTK=CCMP GTK=CCMP]
error,2023-11-14T22:32:50.150Z hostapd: wlan0: STA 02:00:00:00:01:37 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-14T23:17:00.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-15T01:21:10.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0b:bb
normal,2023-11-14T22:19:35.100Z hostapd: wlan0: STA 02:00:00:00:00:64 WPA: pairwise key handshake completed (RSN)
normal,2023-11-15T01:17:35.000Z hostapd: wlan0: STA 02:00:00:00:0b:84 IEEE 802.11: authenticated
normal,2023-11-14T22:24:00.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:00:a9
normal,2023-11-15T00:39:00.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:09:19
error,2023-11-15T00:17:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-14T23:57:05.150Z hostapd: wlan0: STA 02:00:00:00:06:7a WPA: group key handshake timeout
error,2023-11-15T00:57:31.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=34
normal,2023-11-14T23:59:40.000Z hostapd: wlan0: STA 02:00:00:00:06:a5 IEEE 802.11: authenticated
error,2023-11-15T00:01:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
normal,2023-11-14T22:46:20.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
normal,2023-11-14T22:46:10.000Z hostapd: wlan0: STA 02:00:00:00:02:0b IEEE 802.11: authenticated
error,2023-11-15T00:45:50.150Z hostapd: wlan0: STA 02:00:00:00:09:87 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-15T00:11:35.000Z hostapd: wlan0: STA 02:00:00:00:07:60 IEEE 802.11: authenticated
error,2023-11-14T23:05:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:03:44
normal,2023-11-14T23:06:25.050Z hostapd: wlan0: STA 02:00:00:00:03:52 IEEE 802.11: associated (aid 3)
error,2023-11-15T00:07:55.750Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=4 locally_generated=0
error,2023-11-14T22:56:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
normal,2023-11-14T22:38:10.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:01:8b
error,2023-11-14T23:50:35.350Z hostapd: wlan0: STA 02:00:00:00:06:10 IEEE 802.11: deauthenticated due to local deauth request
error,2023-11-14T23:59:20.200Z hostapd: wlan0: STA 02:00:00:00:06:a1 SAE: authentication failed
normal,2023-11-15T00:02:55.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:06:d8
normal,2023-11-14T23:24:55.050Z hostapd: wlan0: STA 02:00:00:00:04:78 IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:41:40.000Z hostapd: wlan0: STA 02:00:00:00:05:85 IEEE 802.11: authenticated
error,2023-11-14T23:26:05.300Z hostapd: wlan0: STA 02:00:00:00:04:8a WPA: 4-way handshake information element mismatch
normal,2023-11-15T00:27:35.100Z hostapd: wlan0: STA 02:00:00:00:08:64 WPA: pairwise key handshake completed (RSN)
error,2023-11-14T22:39:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,"2023-11-15T00:31:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
error,"2023-11-14T22:37:20.150Z hostapd: wlan0: STA 02:00:00:00:01:81 IEEE 802.11: authentication rejected, status_code=13"
normal,2023-11-14T23:06:30.050Z hostapd: wlan0: STA 02:00:00:00:03:4f IEEE 802.11: associated (aid 1)
error,2023-11-15T00:07:05.300Z hostapd: wlan0: STA 02:00:00:00:07:1a WPA: 4-way handshake information element mismatch
normal,2023-11-15T01:00:15.000Z hostapd: wlan0: STA 02:00:00:00:0a:6c IEEE 802.11: authenticated
normal,2023-11-14T23:18:35.050Z hostapd: wlan0: STA 02:00:00:00:04:10 IEEE 802.11: associated (aid 1)
normal,2023-11-15T01:04:00.050Z hostapd: wlan0: STA 02:00:00:00:0a:a9 IEEE 802.11: associated (aid 1)
error,2023-11-14T23:58:20.050Z hostapd: wlan0: STA 02:00:00:00:06:91 IEEE 802.11: association denied due to unsupported rates
error,"2023-11-14T23:28:20.150Z hostapd: wlan0: STA 02:00:00:00:04:b1 IEEE 802.11: authentication rejected, status_code=13"
error,2023-11-15T01:31:30.100Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T23:33:20.200Z hostapd: wlan0: STA 02:00:00:00:05:01 SAE: authentication failed
error,2023-11-15T00:50:20.200Z hostapd: wlan0: STA 02:00:00:00:09:d1 SAE: authentication failed
normal,2023-11-15T00:03:35.000Z hostapd: wlan0: STA 02:00:00:00:06:e4 IEEE 802.11: authenticated
error,2023-11-14T22:53:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
normal,2023-11-14T23:57:30.050Z hostapd: wlan0: STA 02:00:00:00:06:7f IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:15:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:03:e5
error,2023-11-14T23:57:35.150Z hostapd: wlan0: STA 02:00:00:00:06:80 WPA: EAPOL-Key timeout
error,2023-11-15T00:48:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
normal,2023-11-14T22:13:55.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:00:08
error,2023-11-14T23:45:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-15T00:09:20.050Z hostapd: wlan0: STA 02:00:00:00:07:41 IEEE 802.11: association denied due to unsupported rates
error,"2023-11-14T22:40:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
error,2023-11-15T00:27:20.250Z hostapd: wlan0: STA 02:00:00:00:08:61 rejected due to ACL deny list
error,2023-11-14T22:33:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
normal,2023-11-14T23:02:55.100Z hostapd: wlan0: STA 02:00:00:00:03:18 WPA: pairwise key handshake completed (RSN)
normal,2023-11-15T01:32:15.000Z hostapd: wlan0: STA 02:00:00:00:0c:6c IEEE 802.11: authenticated
error,2023-11-15T01:01:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:0a:84
error,2023-11-15T00:55:35.250Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=15
normal,2023-11-14T22:28:25.050Z hostapd: wlan0: STA 02:00:00:00:00:f2 IEEE 802.11: associated (aid 3)
error,2023-11-15T00:28:05.100Z hostapd: wlan0: STA 02:00:00:00:08:6a WPA: PTKSTART: 4-way handshake failed after retransmission
normal,2023-11-14T23:37:45.150Z dhclient[532]: DHCPREQUEST on wlan0 to 02:11:22:33:44:55 port 67
normal,2023-11-15T01:07:40.050Z hostapd: wlan0: STA 02:00:00:00:0a:e5 IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:36:00.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:05:29
normal,2023-11-15T00:59:50.050Z hostapd: wlan0: STA 02:00:00:00:0a:67 IEEE 802.11: associated (aid 4)
normal,2023-11-15T00:35:25.000Z hostapd: wlan0: STA 02:00:00:00:08:e2 IEEE 802.11: authenticated
error,2023-11-14T23:06:05.150Z hostapd: wlan0: STA 02:00:00:00:03:4a WPA: group key handshake timeout
error,2023-11-14T22:24:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-15T01:06:30.100Z hostapd: wlan0: STA 02:00:00:00:0a:cf WPA: pairwise key handshake completed (RSN)
error,2023-11-14T22:54:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:02:94 wrong network
normal,2023-11-15T01:31:10.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-15T01:11:05.150Z hostapd: wlan0: STA 02:00:00:00:0b:1a WPA: group key handshake timeout
error,2023-11-15T00:19:20.050Z hostapd: wlan0: STA 02:00:00:00:07:e1 IEEE 802.11: association denied due to unsupported rates
normal,2023-11-15T00:02:10.050Z hostapd: wlan0: STA 02:00:00:00:06:cb IEEE 802.11: associated (aid 1)
error,2023-11-15T00:00:50.150Z hostapd: wlan0: STA 02:00:00:00:06:b7 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-14T23:01:15.000Z hostapd: wlan0: STA 02:00:00:00:02:fc IEEE 802.11: authenticated
normal,2023-11-15T01:16:30.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:0b:6f
error,2023-11-14T23:25:55.750Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=4 locally_generated=0
error,2023-11-15T00:37:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T23:02:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
normal,2023-11-15T00:30:40.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-14T23:11:05.200Z kernel: wlan0: Michael MIC failure detected for STA 02:00:00:00:03:9a
error,2023-11-15T00:54:35.350Z hostapd: wlan0: STA 02:00:00:00:0a:10 IEEE 802.11: deauthenticated due to local deauth request
error,2023-11-15T01:24:20.200Z hostapd: wlan0: STA 02:00:00:00:0b:f1 SAE: authentication failed
normal,2023-11-14T22:14:35.050Z hostapd: wlan0: STA 02:00:00:00:00:14 IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:14:05.000Z hostapd: wlan0: STA 02:00:00:00:00:0a IEEE 802.11: authenticated
normal,2023-11-15T00:45:40.050Z hostapd: wlan0: STA 02:00:00:00:09:85 IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:17:10.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:00:3b
error,2023-11-14T22:25:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T01:05:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T22:18:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:00:54
error,2023-11-15T01:04:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,2023-11-15T00:35:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-14T22:39:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
normal,2023-11-14T23:00:20.100Z hostapd: wlan0: STA 02:00:00:00:02:ed IEEE 802.11: associated (aid 2)
error,2023-11-14T22:30:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:01:15
normal,2023-11-15T00:11:30.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:07:5f
normal,2023-11-15T00:01:45.100Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.87 02:00:00:00:06:c6 LabPhone
normal,2023-11-15T00:41:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-14T22:42:35.500Z dhclient[532]: No DHCPOFFERS received.
normal,2023-11-15T00:12:35.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:07:74
normal,2023-11-15T00:48:10.100Z hostapd: wlan0: STA 02:00:00:00:09:ab WPA: pairwise key handshake completed (RSN)
normal,2023-11-14T23:03:10.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:03:1b
normal,2023-11-15T00:27:25.000Z hostapd: wlan0: STA 02:00:00:00:08:62 IEEE 802.11: authenticated
normal,2023-11-14T23:51:35.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:06:24
error,2023-11-14T23:18:35.350Z hostapd: wlan0: STA 02:00:00:00:04:10 IEEE 802.11: deauthenticated due to local deauth request
error,"2023-11-15T00:36:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
error,2023-11-14T23:31:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:04:e4
normal,2023-11-14T22:44:35.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:01:f4
error,2023-11-15T00:19:25.200Z hostapd: wlan0: STA 02:00:00:00:07:e2 IEEE 802.11: deauthenticated due to inactivity
normal,2023-11-14T23:40:35.100Z hostapd: wlan0: STA 02:00:00:00:05:74 WPA: pairwise key handshake completed (RSN)
error,2023-11-15T00:04:15.500Z hostapd: wlan0: STA 02:00:00:00:06:ec IEEE 802.1X: authentication failed - EAP timeout
normal,2023-11-15T00:11:20.000Z hostapd: wlan0: STA 02:00:00:00:07:61 IEEE 802.11: authenticated
normal,2023-11-14T23:13:20.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
normal,2023-11-14T23:13:00.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:03:b9
error,2023-11-14T23:03:25.200Z hostapd: wlan0: STA 02:00:00:00:03:22 IEEE 802.11: deauthenticated due to inactivity
error,2023-11-14T22:51:05.100Z hostapd: wlan0: STA 02:00:00:00:02:5a WPA: PTKSTART: 4-way handshake failed after retransmission
normal,2023-11-14T23:37:10.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:05:3b
normal,2023-11-15T00:37:35.000Z hostapd: wlan0: STA 02:00:00:00:09:00 IEEE 802.11: authenticated
error,2023-11-14T22:21:00.450Z kernel: wlan0: firmware crashed while processing association response
normal,2023-11-15T00:45:10.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:09:7b
error,2023-11-15T01:26:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,"2023-11-14T22:17:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
normal,2023-11-15T01:30:35.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:0c:54
error,"2023-11-15T00:04:35.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SSID-TEMP-DISABLED id=0 ssid=""LabWiFi"" auth_failures=1 duration=10 reason=WRONG_KEY"
error,2023-11-14T22:47:30.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-14T23:51:00.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:06:19
